id,image,back_camera,chips,id_api,liked,max_price,min_price,name,operational_system,rating,rating_number,screen_size,brand,type
8080,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-lenovo-vibe-c2_600x600-PU980f7_1.jpg,8,Dual Chip,622839,0,699,589989990234375,Smartphone Lenovo Vibe C2,Android,7.4,28,5,Lenovo,Smartphone
8081,http://thumbs.buscape.com.br/celular-e-smartphone/celular-lg-b220_600x600-PU94b38_1.jpg,NULL,NULL,609080,0,16988999938964800,749000015258789,Celular LG B220,NULL,7.4,26,NULL,LG,Celular
8082,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-asus-zenfone-3-max-zc553kl-3gb_600x600-PU99067_1.jpg,16,Dual Chip,626791,0,1399,1244260009765620,Smartphone Asus ZenFone 3 Max ZC553KL 3GB,Android,8.8,23,5.5,Asus,Smartphone
8083,http://thumbs.buscape.com.br/celular-e-smartphone/celular-dl-yc110_600x600-PU96af6_1.jpg,NULL,Dual Chip,617206,0,12999000549316400,129,Celular DL YC110,NULL,9.6,23,1.8,DL,Celular
8084,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-apple-iphone-6s-plus-64gb_600x600-PU963cb_1.jpg,12,Single Chip,615371,0,3999,2899,Smartphone Apple iPhone 6S Plus 64GB,iOS,9.4,21,5.5,Apple,Smartphone
8085,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-alcatel-pixi-4-5-5010_600x600-PU9763e_1.jpg,8,NULL,620094,0,4391199951171870,388,Smartphone Alcatel Pixi 4 (5) 5010,Android,7.8,16,5,Alcatel,Smartphone
8086,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-motorola-moto-z-xt1650-power-edition_600x600-PU985e2_1.jpg,13,Dual Chip,624098,1,2199,2098,Smartphone Motorola Moto Z XT1650 Power Edition,Android,8.6,16,5.5,Motorola,Smartphone
8087,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-motorola-moto-z-play-xt1635-power-edition_600x600-PU985e6_1.jpg,16,NULL,624102,1,1799,1798,Smartphone Motorola Moto Z Play XT1635 Power Edition,Android,9,13,5.5,Motorola,Smartphone
8088,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-multilaser-ms40_600x600-PU97676_1.jpg,NULL,NULL,620150,0,5896099853515620,337,Smartphone Multilaser MS40,NULL,7.4,11,NULL,Multilaser,Smartphone
8089,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-alcatel-pop-3-5-5016j_600x600-PU96d43_1.jpg,8,Dual Chip,617795,1,349,3398999938964840,Smartphone Alcatel POP 3(5) 5016J,Android,8.8,11,5,Alcatel,Smartphone
8090,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-motorola-moto-z-xt1650-power-and-sound-edition_600x600-PU985e4_1.jpg,13,Dual Chip,624100,1,25511201171875,2399,Smartphone Motorola Moto Z XT1650 Power and Sound Edition,Android,7.4,10,5.5,Motorola,Smartphone
8091,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-asus-zenfone-3-ze520kl-16gb_600x600-PU99f72_1.jpg,16,Dual Chip,630642,1,13303599853515600,1199,Smartphone Asus ZenFone 3 ZE520KL 16GB,Android,9,6,5.2,Asus,Smartphone
8092,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-motorola-moto-z-play-xt1635-projector-edition_600x600-PU985e5_1.jpg,16,NULL,624101,1,26391201171875,2298,Smartphone Motorola Moto Z Play XT1635 Projector Edition,Android,6.4,5,5.5,Motorola,Smartphone
8093,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-asus-zenfone-3-zoom-64gb_600x600-PU9a254_1.jpg,12,Dual Chip,631380,0,2199,2098,Smartphone Asus ZenFone 3 Zoom 64GB,Android,7.4,5,5.5,Asus,Smartphone
8094,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-zte-kis-c341_600x600-PU97517_1.jpg,5,Dual Chip,619799,0,278,2209499969482420,Smartphone ZTE Kis C341,Android,8.6,4,4,ZTE,Smartphone
8095,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-multilaser-ms45s_600x600-PU99f25_1.jpg,NULL,NULL,630565,0,499,287989990234375,Smartphone Multilaser MS45S,NULL,8.6,2,NULL,Multilaser,Smartphone
8096,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-asus-zenfone-3-zoom-128gb_600x600-PU9a255_1.jpg,12,Dual Chip,631381,1,2398,2176830078125,Smartphone Asus ZenFone 3 Zoom 128GB,Android,6,2,5.5,Asus,Smartphone
8097,http://thumbs.buscape.com.br/celular-e-smartphone/celular-multilaser-up-tri_600x600-PU994ee_1.jpg,NULL,NULL,627950,0,16599000549316400,95,Celular Multilaser Up Tri,NULL,6,1,NULL,Multilaser,Celular
8098,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-apple-iphone-7-plus-128gb-special-edition-red_600x600-PU9a46f_1.jpg,12,Single Chip,631919,0,39591201171875,39587099609375,Smartphone Apple iPhone 7 Plus 128GB Special Edition Red,iOS,0,0,5.5,Apple,Smartphone
