id,image,back_camera,chips,id_api,liked,max_price,min_price,name,operational_system,rating,rating_number,screen_size,brand,type
7545,http://thumbs.buscape.com.br/celular-e-smartphone/celular-alcatel-ot-316_200x200-PU7ef52_1.jpg,NULL,NULL,520018,0,NULL,NULL,Celular Alcatel OT-316,NULL,2,1,1.8,Alcatel,Celular
7546,http://thumbs.buscape.com.br/celular-e-smartphone/celular-samsung-rex-70-gt-s3802_200x200-PU80329_1.jpg,2.0,Dual Chip,525097,0,NULL,NULL,Celular Samsung Rex 70 GT-S3802,NULL,8,1,3.0,Samsung,Celular
7547,http://thumbs.buscape.com.br/celular-e-smartphone/celular-nokia-207_600x600-PU8cf94_1.jpg,NULL,Single Chip,577428,0,NULL,NULL,Celular Nokia 207,NULL,8,1,2.4,Nokia,Celular
7548,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-caterpillar-cat-b10_600x600-PU8fde3_1.jpg,NULL,NULL,589283,0,NULL,NULL,Smartphone Caterpillar CAT B10,NULL,10,1,NULL,Caterpillar,Smartphone
7549,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-huawei-ascend-y320_600x600-PU92cb4_1.jpg,2.0,NULL,601268,0,NULL,NULL,Smartphone Huawei Ascend Y320,Android,8,1,4.0,Huawei,Smartphone
7550,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-multilaser-msx_600x600-PU94365_1.jpg,NULL,NULL,607077,0,NULL,NULL,Smartphone Multilaser MSX,NULL,8,1,NULL,Multilaser,Smartphone
7551,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-life-8-l280i_600x600-PU9464e_1.jpg,NULL,NULL,607822,1,NULL,NULL,Smartphone BLU Life 8 L280i,NULL,10,1,NULL,BLU,Smartphone
7552,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-sony-e3-d2243_600x600-PU948af_1.jpg,5.0,NULL,608431,1,NULL,NULL,Smartphone Sony E3 D2243,Android,10,1,4.5,Sony,Smartphone
7553,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-studio-6-0-hd_600x600-PU94c3f_1.jpg,NULL,NULL,609343,1,NULL,NULL,Smartphone BLU Studio 6.0 HD,NULL,8,1,NULL,BLU,Smartphone
7554,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-asus-zenfone-2-ze550ml_600x600-PU9606a_1.jpg,13.0,Dual Chip,614506,0,NULL,NULL,Smartphone Asus ZenFone 2 ZE550ML,Android,10,1,5.5,Asus,Smartphone
